Line Number,Company Name,Company CIK Key,company_edit_name
35489,APPILI THERAPEUTICS INC.,1693581,appili therapeutics inc.
35490,APPIO THOMAS,1683323,appio thomas
35491,APPIPHANY TECHNOLOGIES HOLDINGS CORP,1490054,appiphany technologies holdings corp
35492,APPIQ  INC,1163330,appiq  inc
35493,APPIRIO INC.,1425176,appirio inc.
35494,APPIRIO INC,1425176,appirio inc
35495,APPISTRY INC,1391771,appistry inc
35496,"APPISTRY, LLC",1679359,"appistry, llc"
35497,"APPLAUD, LLC",1544297,"applaud, llc"
35498,"APPLAUSE APP QUALITY, INC.",1415776,"applause app quality, inc."
35499,APPLAUSE TECHNOLOGIES INC,1349597,applause technologies inc
35500,APPLBAUM ISAAC,1376613,applbaum isaac
35501,APPLBAUM LEE D.,1446638,applbaum lee d.
35502,APPLE ALLAN VICTOR,1493086,apple allan victor
35503,APPLE BEACH COUNTY LTD LIABILITY CO,1653690,apple beach county ltd liability co
35504,"APPLE BLOSSOM REIT, LLC",1567043,"apple blossom reit, llc"
35505,APPLE BLOSSOM ROYALTIES LLC,1412692,apple blossom royalties llc
35506,APPLE BOX PRODUCTIONS SUB INC,1235253,apple box productions sub inc
35507,APPLE C CHRIS,1166766,apple c chris
35508,APPLE COMPUTER INC/ FA,320193,apple computer inc/ fa
35509,APPLE COMPUTER INC,320193,apple computer inc
35510,APPLE CREEK ACQUISITION CORP,1420179,apple creek acquisition corp
35511,"APPLE FUNDING, LLC",1533411,"apple funding, llc"
35512,"APPLE GREEN HOLDING, INC.",1510976,"apple green holding, inc."
35513,APPLE GREG,1063234,apple greg
35514,APPLE HOMES CORP INC,934330,apple homes corp inc
35515,APPLE HOSPITALITY FIVE INC,1191813,apple hospitality five inc
35516,"APPLE HOSPITALITY REIT, INC.",1418121,"apple hospitality reit, inc."
35517,APPLE HOSPITALITY TWO INC,1132747,apple hospitality two inc
35518,APPLE INC,320193,apple inc
35519,APPLE INVESTORS LLC,1094650,apple investors llc
35520,APPLE JAMES G,1183012,apple james g
35521,APPLE JIM B,1215379,apple jim b
35522,APPLE KENNETH W,1262408,apple kenneth w
35523,APPLE LANE GROUP LLC,1268083,apple lane group llc
35524,APPLE LESLIE M,1370310,apple leslie m
35525,APPLE MELISSA,1342097,apple melissa
35526,APPLE ORANGE LLC,1614047,apple orange llc
35527,APPLE ORTHODONTIX INC,1031176,apple orthodontix inc
35528,"APPLE REIT EIGHT, INC.",1387361,"apple reit eight, inc."
35529,"APPLE REIT NINE, INC.",1418121,"apple reit nine, inc."
35530,"APPLE REIT SEVEN, INC.",1329011,"apple reit seven, inc."
35531,APPLE REIT SIX INC,1277151,apple reit six inc
35532,"APPLE REIT TEN, INC.",1498864,"apple reit ten, inc."
35533,APPLE RESIDENTIAL INCOME TRUST INC,1021351,apple residential income trust inc
35534,APPLE RIDGE ASSISTED LIVING LLC,1380321,apple ridge assisted living llc
35535,APPLE ROBERT E,1382697,apple robert e
35536,APPLE ROBERT F,1054942,apple robert f
35537,APPLE RUN ACQUISITION CORP,1586355,apple run acquisition corp
35538,"APPLE RUSH CO., INC",1474644,"apple rush co., inc"
35539,"APPLE SEEDS, LLC",1566375,"apple seeds, llc"
35540,APPLE SOLAR CO,1445148,apple solar co
35541,APPLE SOUTH FINANCING I,1037657,apple south financing i
35542,APPLE SOUTH INC,849101,apple south inc
35543,APPLE SUITES INC,1084681,apple suites inc
35544,APPLE SUN LLC,1593426,apple sun llc
35545,APPLE TOWERS INVESTORS LLC,1422444,apple towers investors llc
35546,APPLE TREE CONSOLIDATED BVBA SPRL,1593452,apple tree consolidated bvba sprl
35547,APPLE TREE INVESTMENTS S.A.R.L,1593439,apple tree investments s.a.r.l
35548,"APPLE TREE INVESTMENTS, INC.",1403279,"apple tree investments, inc."
35549,APPLE TREE PARTNERS I LP,1095799,apple tree partners i lp
35550,"APPLE TREE PARTNERS II - ANNEX, L.P.",1553255,"apple tree partners ii - annex, l.p."
35551,APPLE TREE PARTNERS II LP,1143789,apple tree partners ii lp
35552,"APPLE TREE PARTNERS IV, L.P.",1593440,"apple tree partners iv, l.p."
35553,APPLE TREE RESOURCES INC,1300827,apple tree resources inc
35554,APPLE VALLEY / HESPERIA HOME DEVELOPMENT LLC,1369766,apple valley / hesperia home development llc
35555,APPLE VALLEY LIMITED PARTNERSHIP,1330932,apple valley limited partnership
35556,APPLE VALLEY OPERATING CORP.,1330735,apple valley operating corp.
35557,APPLE VALLEY PARTNERSHIP HOLDING CO INC,1281530,apple valley partnership holding co inc
35558,"APPLE VALLEY PORK, LLP",1695762,"apple valley pork, llp"
35559,APPLEBACH RICHARD JR,1444958,applebach richard jr
35560,APPLEBAUM EUGENE,903042,applebaum eugene
35561,APPLEBAUM HOWARD M,1238057,applebaum howard m
35562,APPLEBAUM JAY I,1285667,applebaum jay i
35563,APPLEBAUM MARC,1230605,applebaum marc
35564,APPLEBAUM MICHELLE GALANTER,1618776,applebaum michelle galanter
35565,APPLEBAUM SCOTT,1618945,applebaum scott
35566,APPLEBAUM STANLEY A,1409450,applebaum stanley a
35567,APPLEBEE ANDREW F,1211683,applebee andrew f
35568,APPLEBEE'S ENTERPRISES LLC,1505762,applebee's enterprises llc
35569,APPLEBEE'S FRANCHISING LLC,1505764,applebee's franchising llc
35570,APPLEBEE'S HOLDINGS II CORP.,1505765,applebee's holdings ii corp.
35571,APPLEBEE'S HOLDINGS LLC,1505766,applebee's holdings llc
35572,APPLEBEE'S IP LLC,1505768,applebee's ip llc
35573,APPLEBEE'S RESTAURANTS KANSAS LLC,1505772,applebee's restaurants kansas llc
35574,APPLEBEE'S RESTAURANTS MID-ATLANTIC LLC,1505773,applebee's restaurants mid-atlantic llc
35575,APPLEBEE'S RESTAURANTS NORTH LLC,1505774,applebee's restaurants north llc
35576,APPLEBEE'S RESTAURANTS TEXAS LLC,1505775,applebee's restaurants texas llc
35577,"APPLEBEE'S RESTAURANTS VERMONT, INC.",1505776,"applebee's restaurants vermont, inc."
35578,APPLEBEE'S RESTAURANTS WEST LLC,1505778,applebee's restaurants west llc
35579,"APPLEBEE'S RESTAURANTS, INC.",1505777,"applebee's restaurants, inc."
35580,"APPLEBEE'S SERVICES, INC.",1505780,"applebee's services, inc."
35581,"APPLEBEE'S UK, LLC",1505761,"applebee's uk, llc"
35582,APPLEBEES INTERNATIONAL INC,853665,applebees international inc
35583,APPLEBERRY LEE BERT,1674327,appleberry lee bert
35584,APPLEBROOK ASSOCIATES LP,1105262,applebrook associates lp
35585,APPLEBY ADAM D,1602707,appleby adam d
35586,APPLEBY CG,1505485,appleby cg
35587,APPLEBY JARRETT,1451569,appleby jarrett
35588,APPLEBY LANDING LLC,1314890,appleby landing llc
35589,APPLEBY MICHAEL JOSEPH,1301953,appleby michael joseph
35590,"APPLEBY PARTNERS & COMPANY, LLC",1333959,"appleby partners & company, llc"
35591,APPLEBY PARTNERS LTD,1101117,appleby partners ltd
35592,APPLEBY PAUL,1564547,appleby paul
35593,APPLEBY RICHARD E,1268889,appleby richard e
35594,APPLEBY ROBERT P,1286817,appleby robert p
35595,APPLEBY SCOTT W.,1617695,appleby scott w.
35596,APPLEBY TELECOMMUNICATIONS LLC,1443142,appleby telecommunications llc
35597,"APPLECARE, LLC",1531256,"applecare, llc"
35598,APPLEGATE BRION B,1006421,applegate brion b
35599,APPLEGATE COMMODITIES HOLDING LLC,1546406,applegate commodities holding llc
35600,APPLEGATE DAVID B,1237673,applegate david b
35601,APPLEGATE DAVID M,1266048,applegate david m
35602,APPLEGATE DIANE L,1628199,applegate diane l
35603,APPLEGATE FRED C,1532922,applegate fred c
35604,APPLEGATE MICHAEL T,1351996,applegate michael t
35605,APPLEGATE THOMAS J,1362532,applegate thomas j
35606,APPLEGATH JOHN KIEL,1595425,applegath john kiel
35607,APPLEMAN JAMES R.,1509427,appleman james r.
35608,APPLEPALM PARTNERS LTD,1444885,applepalm partners ltd
35609,"APPLEPALM WEST, LP",1485036,"applepalm west, lp"
35610,"APPLEPIE CAPITAL, INC.",1607185,"applepie capital, inc."
35611,"APPLEPIE FINANCE, LLC",1630410,"applepie finance, llc"
35612,APPLEPIE TRUST,1692808,applepie trust
35613,APPLEQUIST DALE M,1269467,applequist dale m
35614,APPLERA CORP,77551,applera corp
35615,APPLES TO GO INC,1271556,apples to go inc
35616,APPLESEED LLC,1422533,appleseed llc
35617,"APPLESEED PIONEER FUND, LP",1686344,"appleseed pioneer fund, lp"
35618,APPLESEED VENTURES GROWTH OPPORTUNITY FUND LLC,1688168,appleseed ventures growth opportunity fund llc
35619,APPLESEEDS TOPCO INC,1346942,appleseeds topco inc
35620,APPLETICS INC,1461359,appletics inc
35621,APPLETON ADVISORS LLC,1305649,appleton advisors llc
35622,APPLETON ALBERT F,1494918,appleton albert f
35623,APPLETON CAPITAL LLC,1207605,appleton capital llc
35624,APPLETON CURRENCY FUND L P,1283993,appleton currency fund l p
35625,APPLETON DOUGLAS S,1228925,appleton douglas s
35626,APPLETON FUNDS,1127451,appleton funds
35627,APPLETON GROUP WEALTH MANAGEMENT LLC,1454759,appleton group wealth management llc
35628,"APPLETON GROUP, LLC",1454759,"appleton group, llc"
35629,APPLETON JAMES R,1192277,appleton james r
35630,APPLETON LEARNING CORP,1446561,appleton learning corp
35631,APPLETON MICHAEL D.,1437730,appleton michael d.
35632,APPLETON NAVIGATION S.A.,1416467,appleton navigation s.a.
35633,APPLETON PAPERS INC/WI,1144326,appleton papers inc/wi
35634,APPLETON PARTERS INC/MA,1055290,appleton parters inc/ma
35635,APPLETON PARTNERS INC/MA,1055290,appleton partners inc/ma
35636,APPLETON PARTNERS L P,1263293,appleton partners l p
35637,"APPLETON RETIREMENT, LLC",1706703,"appleton retirement, llc"
35638,APPLETON ROADHOUSE INC,1177850,appleton roadhouse inc
35639,APPLETON STEAM INC.,1297955,appleton steam inc.
35640,APPLETON STEVEN R,1202354,appleton steven r
35641,"APPLETON SUPPLY COMPANY, INC.",1366028,"appleton supply company, inc."
35642,APPLETON WILLIAM,1431078,appleton william
35643,APPLETREE COMPANIES INC,881106,appletree companies inc
35644,"APPLETREE.COM, INC",1429489,"appletree.com, inc"
35645,APPLEWAY CHEVROLET INC,1159719,appleway chevrolet inc
35646,APPLEWICK STEVEN L,1246128,applewick steven l
35647,APPLEWOOD ASSOCIATES L P,885787,applewood associates l p
35648,APPLEWOOD HEALTH RESOURCES INC,1281305,applewood health resources inc
35649,APPLEWOODS INC,1002522,applewoods inc
35650,APPLEWOODS RESTAURANTS INC,775926,applewoods restaurants inc
35651,APPLIANCE COMPUTING INC,1339497,appliance computing inc
35652,APPLIANCE RECYCLING CENTERS OF AMERICA INC /MN,862861,appliance recycling centers of america inc /mn
35653,"APPLIANCE SCIENTIFIC, INC.",1592645,"appliance scientific, inc."
35654,APPLIANCE WAREHOUSE OF AMERICA INC,1286746,appliance warehouse of america inc
35655,"APPLICA CONSUMER PRODUCTS, INC.",1592688,"applica consumer products, inc."
35656,APPLICA INC,217084,applica inc
35657,"APPLICA MEXICO HOLDINGS, INC.",1592689,"applica mexico holdings, inc."
35658,APPLICABLE ENTERPRISES INC.,1627438,applicable enterprises inc.
35659,APPLICATION CORP,1270306,application corp
35660,APPLICATION NETWORKS INC,1071358,application networks inc
35661,APPLICATION PENDING LLC,1608506,application pending llc
35662,APPLICATION SECURITY INC,1359390,application security inc
35663,APPLIED AMBIENT EXTRACTION PROCESS CONSULTANTS LLC,1381499,applied ambient extraction process consultants llc
35664,APPLIED ANALYSIS INC.,1513463,applied analysis inc.
35665,APPLIED ANALYSIS RESEARCH CORP,1295872,applied analysis research corp
35666,APPLIED ANALYTICAL INDUSTRIES INC,1013243,applied analytical industries inc
35667,APPLIED ANALYTICAL INDUSTRIES LEARNING CENTER INC,1172437,applied analytical industries learning center inc
35668,APPLIED APPLICATIONS LLC,1178083,applied applications llc
35669,"APPLIED BEST PRACTICES, LLC",1612595,"applied best practices, llc"
35670,"APPLIED BIOCODE, INC.",1553480,"applied biocode, inc."
35671,APPLIED BIOLOGICAL LABORATORIES INC.,1675788,applied biological laboratories inc.
35672,"APPLIED BIOMATH, LLC",1596180,"applied biomath, llc"
35673,APPLIED BIOMETRICS INC,816568,applied biometrics inc
35674,"APPLIED BIOPROCESS CONTAINERS, LLC",1476887,"applied bioprocess containers, llc"
35675,"APPLIED BIORESEARCH, INC.",1557717,"applied bioresearch, inc."
35676,APPLIED BIOSCIENCE INTERNATIONAL INC,810723,applied bioscience international inc
35677,"APPLIED BIOSCIENCE INTERNATIONAL, LLC",1331938,"applied bioscience international, llc"
35678,APPLIED BIOSYSTEMS INC.,77551,applied biosystems inc.
35679,APPLIED BIOSYSTEMS INC,719545,applied biosystems inc
35680,APPLIED BIOTECH INC /,1141899,applied biotech inc /
35681,APPLIED BUSINESS TELECOMMUNICATIONS,1064249,applied business telecommunications
35682,APPLIED CAPITAL FUNDING INC,1045280,applied capital funding inc
35683,"APPLIED CAPITAL, LLC",1563236,"applied capital, llc"
35684,APPLIED CARBON TECHNOLOGY INC,833186,applied carbon technology inc
35685,"APPLIED CAVITATION, INC.",1613273,"applied cavitation, inc."
35686,APPLIED CELLULAR TECHNOLOGY INC,924642,applied cellular technology inc
35687,APPLIED CHEMICAL TECHNOLOGIES INC,1131054,applied chemical technologies inc
35688,APPLIED COMPUTATIONAL TECHNOLOGIES LLC,1457108,applied computational technologies llc
35689,APPLIED COMPUTER TECHNOLOGY INC,946244,applied computer technology inc
35690,APPLIED DATA COMMUNICATIONS INC,728398,applied data communications inc
35691,"APPLIED DATA FINANCE, LLC",1638890,"applied data finance, llc"
35692,APPLIED DATA SYSTEMS INC/MD,1077923,applied data systems inc/md
35693,APPLIED DIGITAL ACCESS INC,919048,applied digital access inc
35694,APPLIED DIGITAL RESEARCH CORP,1634480,applied digital research corp
35695,APPLIED DIGITAL SOLUTIONS INC,924642,applied digital solutions inc
35696,APPLIED DIGITAL TECHNOLOGIES INC,1091863,applied digital technologies inc
35697,"APPLIED DIGITAL TECHNOLOGIES, INC.",1447456,"applied digital technologies, inc."
35698,APPLIED DNA SCIENCES INC,744452,applied dna sciences inc
35699,APPLIED EARTH TECHNOLOGIES INC,319124,applied earth technologies inc
35700,APPLIED ELECTRO MECHANICS INC,1216222,applied electro mechanics inc
35701,"APPLIED ENERGETICS, INC.",879911,"applied energetics, inc."
35702,APPLIED ENGINEERING PRODUCTS CO,1266316,applied engineering products co
35703,APPLIED EPI INC,1124206,applied epi inc
35704,APPLIED EXTRUSION TECHNOLOGIES INC /DE,874389,applied extrusion technologies inc /de
35705,APPLIED FIBER HOLDINGS LLC,1278487,applied fiber holdings llc
35706,APPLIED FILMS CORP,1040660,applied films corp
35707,APPLIED GAMING SOLUTIONS OF CANADA INC                  /FI,1067127,applied gaming solutions of canada inc                  /fi
35708,APPLIED GENESIS LABORATORIES LTD,1325695,applied genesis laboratories ltd
35709,APPLIED GENETIC TECHNOLOGIES CORP,1273636,applied genetic technologies corp
35710,APPLIED GENETICS INC DERMATICS,1328942,applied genetics inc dermatics
35711,APPLIED GENOMIC TECHNOLOGY CAPITAL FUND LP,1399779,applied genomic technology capital fund lp
35712,APPLIED GENOMICS INC,1213771,applied genomics inc
35713,APPLIED GRAPHICS TECHNOLOGIES INC,1006030,applied graphics technologies inc
35714,APPLIED HARMONICS CORP,1343329,applied harmonics corp
35715,APPLIED HARMONICS CORP,1415558,applied harmonics corp
35716,"APPLIED HEALTH CARE, LLC",1493874,"applied health care, llc"
35717,APPLIED IDENTITY INC,1313428,applied identity inc
35718,APPLIED IMAGING CORP,816066,applied imaging corp
35719,APPLIED IMMUNE SCIENCES INC/DE/,873565,applied immune sciences inc/de/
35720,APPLIED IMMUNE SCIENCES INC,873565,applied immune sciences inc
35721,APPLIED INDUSTRIAL TECHNOLOGIES INC,109563,applied industrial technologies inc
35722,APPLIED INNOVATION INC,798399,applied innovation inc
35723,APPLIED INTELLIGENCE GROUP INC,1017137,applied intelligence group inc
35724,APPLIED INTERNATIONAL HOLDINGS LTD                      /FI,826002,applied international holdings ltd                      /fi
35725,APPLIED ISOTOPE TECHNOLOGIES,1545574,applied isotope technologies
35726,APPLIED LEVITATION SYSTEMS LLC,1638354,applied levitation systems llc
35727,APPLIED LOGIC INC,1346212,applied logic inc
35728,APPLIED MAGNETICS CORP,6948,applied magnetics corp
35729,APPLIED MATERIALS INC /DE,6951,applied materials inc /de
35730,APPLIED MATERIALS INC,1163976,applied materials inc
35731,"APPLIED MATH MODELING, INC.",1539851,"applied math modeling, inc."
35732,APPLIED MECHANICAL SYSTEMS INC,1293995,applied mechanical systems inc
35733,APPLIED MEDICAL CORP,1534727,applied medical corp
35734,APPLIED MEDICAL DEVICES INC,312258,applied medical devices inc
35735,APPLIED MEDICAL MERGER CORP,1133473,applied medical merger corp
35736,"APPLIED MERCHANT SYSTEMS WEST COAST, INC.",1519994,"applied merchant systems west coast, inc."
35737,APPLIED MESSAGING CORP,1175781,applied messaging corp
35738,APPLIED METRICS INC,1176339,applied metrics inc
35739,APPLIED MICRO CIRCUITS CORP,711065,applied micro circuits corp
35740,APPLIED MICROARRAYS INC,1451323,applied microarrays inc
35741,APPLIED MICROBIOLOGY INC,744962,applied microbiology inc
35742,APPLIED MICROSTRUCTURES INC,1323177,applied microstructures inc
35743,APPLIED MICROSYSTEMS CORP /WA/,1000787,applied microsystems corp /wa/
35744,"APPLIED MINERALS, INC.",8328,"applied minerals, inc."
35745,APPLIED MOLECULAR EVOLUTION INC,1111312,applied molecular evolution inc
35746,APPLIED NANOSCIENCE INC.,1423846,applied nanoscience inc.
35747,APPLIED NANOSCIENCE INC,1355297,applied nanoscience inc
35748,"APPLIED NANOTECH HOLDINGS, INC",891417,"applied nanotech holdings, inc"
35749,APPLIED NANOWORKS INC,1355221,applied nanoworks inc
35750,"APPLIED NATURAL GAS FUELS, INC.",1016900,"applied natural gas fuels, inc."
35751,APPLIED NEUROSOLUTIONS INC,872947,applied neurosolutions inc
35752,APPLIED NEUROSOLUTIONS INC,1280881,applied neurosolutions inc
35753,APPLIED OPSEC CORP,1100501,applied opsec corp
35754,APPLIED OPTICAL TECHNOLOGIES PLC,1140480,applied optical technologies plc
35755,APPLIED OPTOELECTRONICS INC,1158114,applied optoelectronics inc
35756,"APPLIED OPTOELECTRONICS, INC.",1158114,"applied optoelectronics, inc."
35757,"APPLIED PETROLEUM TECHNOLOGIES, LTD.",1375460,"applied petroleum technologies, ltd."
35758,APPLIED PHOTONICS INC,753991,applied photonics inc
35759,"APPLIED PHYSICS & CHEMISTRY LABORATORIES, INC.",1611158,"applied physics & chemistry laboratories, inc."
35760,"APPLIED PLASMA SCIENCES OF TEXAS, INC.",1473349,"applied plasma sciences of texas, inc."
35761,APPLIED POWER CAPITAL TRUST I,1075811,applied power capital trust i
35762,APPLIED POWER CAPITAL TRUST II,1075812,applied power capital trust ii
35763,APPLIED POWER INC,6955,applied power inc
35764,APPLIED POWER INVESTMENTS II INC,1123435,applied power investments ii inc
35765,"APPLIED PRECISION, INC.",1366144,"applied precision, inc."
35766,APPLIED PRINTED ELECTRONICS HOLDINGS INC,1405729,applied printed electronics holdings inc
35767,APPLIED PRINTING TECHNOLOGIES INC,1242833,applied printing technologies inc
35768,APPLIED PRINTING TECHNOLOGIES LP,1013108,applied printing technologies lp
35769,"APPLIED PROCESS HOLDINGS, LLC",1617537,"applied process holdings, llc"
35770,APPLIED PROCESS TECHNOLOGY INC,1409848,applied process technology inc
35771,"APPLIED PROTEOMICS, INC.",1548525,"applied proteomics, inc."
35772,APPLIED RADIO NETWORKS INC,1225699,applied radio networks inc
35773,APPLIED RESEARCH CORP,794876,applied research corp
35774,APPLIED ROBOTIC TECHNOLOGIES INC,1061415,applied robotic technologies inc
35775,APPLIED SCIENCE & TECHNOLOGY INC,912842,applied science & technology inc
35776,APPLIED SCIENCE FICTION INC,1010116,applied science fiction inc
35777,"APPLIED SCIENCE PRODUCTS, INC.",1144879,"applied science products, inc."
35778,"APPLIED SCIENCE, INC.",1509103,"applied science, inc."
35779,"APPLIED SECURITIES TECHNICAL EVALUATION & CONSULTING, INC.",1431233,"applied securities technical evaluation & consulting, inc."
35780,APPLIED SEMICONDUCTOR INC,1073753,applied semiconductor inc
35781,APPLIED SIGNAL TECHNOLOGY INC,741696,applied signal technology inc
35782,"APPLIED SILVER, INC.",1564202,"applied silver, inc."
35783,"APPLIED SOLAR, INC.",1176193,"applied solar, inc."
35784,APPLIED SPECTRUM TECHNOLOGIES INC,705868,applied spectrum technologies inc
35785,APPLIED SPECTRUM TECHNOLOGIES INC,1199208,applied spectrum technologies inc
35786,APPLIED SPINE TECHNOLOGIES INC,1282849,applied spine technologies inc
35787,APPLIED SPINTRONICS TECHNOLOGY INC,1354581,applied spintronics technology inc
35788,APPLIED STEMCELL INC,1437229,applied stemcell inc
35789,APPLIED STRATEGIES LLC,1395782,applied strategies llc
35790,APPLIED SURFACE TECHNOLOGY INC,1224692,applied surface technology inc
35791,"APPLIED SYSTEM TECHNOLOGIES, LLC",1651046,"applied system technologies, llc"
35792,APPLIED SYSTEMS INC,1065269,applied systems inc
35793,APPLIED SYSTEMS INTELLIGENCE INC,1179437,applied systems intelligence inc
35794,APPLIED TECHNOLOGY ASSOCIATES II LP,828081,applied technology associates ii lp
35795,APPLIED TECHNOLOGY CONSULTANTS INC,1178370,applied technology consultants inc
35796,APPLIED TERRAVISION SYSTEMS INC,1167162,applied terravision systems inc
35797,APPLIED THERAPEUTICS INC.,1697532,applied therapeutics inc.
35798,APPLIED THERMAL TECHNOLOGIES LLC,1109723,applied thermal technologies llc
35799,"APPLIED TREND RESEARCH PARTNERS, LP",1567643,"applied trend research partners, lp"
35800,"APPLIED VENTURES INNOVATION FUND I, L.P.",1709966,"applied ventures innovation fund i, l.p."
35801,"APPLIED VENTURES, LLC",1656259,"applied ventures, llc"
35802,"APPLIED VISUAL SCIENCES, INC.",873198,"applied visual sciences, inc."
35803,APPLIED VOICE & SPEECH TECHNOLOGIES INC,1298799,applied voice & speech technologies inc
35804,"APPLIED VOICE & SPEECH TECHNOLOGIES, INC.",1298799,"applied voice & speech technologies, inc."
35805,APPLIED VOICE & SPEECH TECHOLOGIES INC,1375068,applied voice & speech techologies inc
35806,APPLIED VOICE RECOGNITION INC /DE/,780882,applied voice recognition inc /de/
35807,APPLIED VOICE TECHNOLOGY INC /WA/,931784,applied voice technology inc /wa/
35808,APPLIED WAVE RESEARCH INC,1177957,applied wave research inc
35809,APPLIED WELLNESS CORP,1134011,applied wellness corp
35810,"APPLIED WIRELESS IDENTIFICATIONS GROUP, INC.",1522565,"applied wireless identifications group, inc."
35811,"APPLIEDEA, INC.",1658648,"appliedea, inc."
35812,APPLIEDRE INC,1320245,appliedre inc
35813,APPLIEDTHEORY CORP,1078577,appliedtheory corp
35814,APPLIEDUS CORP,1405329,appliedus corp
35815,APPLIMATION INC,1263258,applimation inc
35816,APPLING KENNETH C,1446827,appling kenneth c
35817,APPLING MICHAEL JR,1414205,appling michael jr
35818,"APPLING PARTNERS, LLC",1489715,"appling partners, llc"
35819,APPLING WILLIAM M,1288536,appling william m
35820,"APPLINKTV INTERNATIONAL, LLC",1579399,"applinktv international, llc"
35821,APPLIQATE INC,1669778,appliqate inc
35822,APPLITECH LLC,1227605,applitech llc
35823,APPLIUS INC,1177644,applius inc
35824,APPLIX INC /MA/,932112,applix inc /ma/
35825,APPLOI HOLDINGS INC.,1629549,apploi holdings inc.
35826,APPLQ INC,1180142,applq inc
35827,"APPLYKIT, INC.",1582960,"applykit, inc."
35828,"APPLYRAPID, INC.",1529721,"applyrapid, inc."
35829,APPLYWISE LLC,1388299,applywise llc
35830,"APPMANAGE GROUP #1, LLC",1666906,"appmanage group #1, llc"
35831,"APPMETRICS, INC.",1511896,"appmetrics, inc."
35832,"APPMOBI, INC.",1644725,"appmobi, inc."
35833,APPNET INC /DE/,1066197,appnet inc /de/
35834,APPNET SYSTEMS INC,1066197,appnet systems inc
35835,"APPNETA, INC.",1211221,"appneta, inc."
35836,APPNEXUS INC,1424286,appnexus inc
35837,APPO VINCENT,1669315,appo vincent
35838,APPOINT TECHNOLOGIES INC,93379,appoint technologies inc
35839,"APPOINTMED, INC.",1640307,"appointmed, inc."
35840,"APPOINTMENTCITY.COM, LLC",1472519,"appointmentcity.com, llc"
35841,APPOLICIOUS INC.,1478780,appolicious inc.
35842,APPOLONIA PAUL D,1185718,appolonia paul d
35843,APPONLINE COM INC,353646,apponline com inc
35844,APPOSITE HEALTHCARE FUND LP,1572526,apposite healthcare fund lp
35845,"APPPOWERGROUP, INC.",1585385,"apppowergroup, inc."
35846,"APPRAISAL LANE, LLC",1671376,"appraisal lane, llc"
35847,APPRECIA CAPITAL FUND LP,1216216,apprecia capital fund lp
35848,APPRECIATION PROTECTION FUND LP,1351975,appreciation protection fund lp
35849,"APPRENDA, INC.",1592965,"apprenda, inc."
35850,APPRENNET LLC,1531204,apprennet llc
35851,"APPRENNET, INC.",1647924,"apprennet, inc."
35852,APPRESHARE CAPITAL LP,1426711,appreshare capital lp
35853,APPRION INC,1439182,apprion inc
35854,"APPRION, LLC",1690943,"apprion, llc"
35855,APPRISE TECHNOLOGIES INC,1057438,apprise technologies inc
35856,APPRISS HOLDINGS INC,1407238,appriss holdings inc
35857,APPRO HEALTHCARE INC,1254374,appro healthcare inc
35858,"APPROACH DELAWARE, LLC",1481185,"approach delaware, llc"
35859,APPROACH MIDSTREAM HOLDINGS LLC,1576687,approach midstream holdings llc
35860,APPROACH OIL & GAS INC.,1481182,approach oil & gas inc.
35861,"APPROACH OPERATING, LLC",1481184,"approach operating, llc"
35862,"APPROACH RESOURCES I, LP",1481181,"approach resources i, lp"
35863,APPROACH RESOURCES INC,1405073,approach resources inc
35864,"APPROACH SERVICES, LLC",1481186,"approach services, llc"
35865,APPROPRIATE BALANCE FINANCIAL SERVICES INC.,752832,appropriate balance financial services inc.
35866,APPROVA CORP,1163995,approva corp
35867,"APPROVAL SERVICES COMPANY, LLC",1503717,"approval services company, llc"
35868,"APPROVED COLLEGES, LLC",1561428,"approved colleges, llc"
35869,APPROVED FINANCIAL CORP,1053924,approved financial corp
35870,APPRREICATION PROTECTION FUND LP,1351988,apprreication protection fund lp
35871,APPS GENIUS CORP,1489588,apps genius corp
35872,APPS JOHN,1480905,apps john
35873,"APPSCALE SYSTEMS, INC.",1558063,"appscale systems, inc."
35874,APPSENSE HOLDINGS LTD,1550651,appsense holdings ltd
35875,APPSFREEDOM INC,1567748,appsfreedom inc
35876,"APPSMYTH, INC.",1619881,"appsmyth, inc."
35877,"APPSOFT TECHNOLOGIES, INC.",1651992,"appsoft technologies, inc."
35878,"APPSOLUTE ACCESS, LLC",1493910,"appsolute access, llc"
35879,APPSSAVVY INC,1448652,appssavvy inc
35880,"APPSTACK, INC.",1562745,"appstack, inc."
35881,APPSTREAM INC,1272269,appstream inc
35882,APPSWARE WIRELESS LLC,1300721,appsware wireless llc
35883,"APPSWELL, INC.",1523927,"appswell, inc."
35884,"APPTAP, INC.",1445782,"apptap, inc."
35885,APPTEC LABORATORY SERVICES INC,1214699,apptec laboratory services inc
35886,APPTECH CORP.,1070050,apptech corp.
35887,APPTEGY INC.,1651340,apptegy inc.
35888,APPTEGY LLC,1651340,apptegy llc
35889,APPTENTIVE INC.,1553583,apptentive inc.
35890,APPTERA INC,1299530,apptera inc
35891,"APPTHIS, LLC",1673760,"appthis, llc"
35892,"APPTIGO INTERNATIONAL, INC.",1562738,"apptigo international, inc."
35893,"APPTIMIZE, INC.",1681687,"apptimize, inc."
35894,APPTIO INC,1419625,apptio inc
35895,APPTIS HOLDINGS INC,1336903,apptis holdings inc
